Prompt,ChatGPTScore
"# Working set

src/frontend/App.jsx:
```
import GenerateButton from './components/GenerateButton';
import ExecuteButton from './components/ExecuteButton';
import RollbackButton from './components/RollbackButton';
import CommitButton from './components/CommitButton';
import PromptDisplay from './components/PromptDisplay';
import TasksList from './components/TasksList';
import PromptDescriptor from './components/PromptDescriptor';
import NavBar from './components/NavBar';
import ExecutionResultDisplay from './components/ExecutionResultDisplay';
import GitStatusDisplay from './components/GitStatusDisplay';
import CommitMessageInput from './components/CommitMessageInput';

const App = () => {
  return (
    <div class=""m-2"">
      <div class=""max-w-desktop lg:max-w-desktop md:max-w-full sm:max-w-full xs:max-w-full mx-auto flex flex-col items-center space-y-8 sm:p-0"">
        <NavBar />
        <TasksList />
        <PromptDescriptor />
        <GenerateButton />
        <PromptDisplay />
        <ExecuteButton />
        <ExecutionResultDisplay />
        <GitStatusDisplay />
        <CommitMessageInput />
        <CommitButton />
        <RollbackButton />
      </div>
    </div>
  );
};

export default App;

```

src/frontend/components/ExecuteButton.jsx:
```
import { executeChange } from '../service/executeChange';
import { setExecutionResult } from '../stores/executionResult';

const ExecuteButton = () => {
  const handleExecuteChange = async () => {
    const change = await navigator.clipboard.readText();
    const response = await executeChange(change);
    setExecutionResult(response.output);
    console.log(response.output);
  };

  return (
    <button class=""w-64 px-4 py-4 bg-orange-300 text-white rounded"" onClick={handleExecuteChange}>Paste & Execute Change</button>
  );
};

export default ExecuteButton;

```

src/frontend/stores/executionResult.js:
```
import { createSignal } from 'solid-js';

export const [executionResult, setExecutionResult] = createSignal('');

```

src/frontend/components/CommitButton.jsx:
```
import { postCommit } from '../service/postCommit';
import { commitMessage, setCommitMessage } from '../stores/commitMessage';
import { fetchGitStatus } from '../service/fetchGitStatus';
import { setExecutionResult } from '../stores/executionResult'; // Importing the necessary function to clear execution result
import { setPrompt } from '../stores/prompt'; // Importing setPrompt to clear the prompt

const CommitButton = () => {
  const handleCommit = async () => {
    const response = await postCommit(commitMessage());
    console.log(response.message);
    const status = await fetchGitStatus();
    console.log(status);
    setExecutionResult(''); // Clearing the execution result after commit
    setCommitMessage(''); // Clearing the commit message after commit
    setPrompt(''); // Clearing the prompt after commit
  };

  return (
    <button className=""w-64 px-4 py-4 bg-green-700 text-white rounded mt-2"" onClick={handleCommit}>Commit</button>
  );
};

export default CommitButton;

```


# Task

Implement the following feature!

- Create a plan!
- Create new files when needed!

Requirements:

- Create a signal in src/frontend/stores/change.js
- Save the pasted change after it was executed.
- Clear the change after commit.



## Project Specifics

- Every js file should *only export a single function*!
- Use *ES6 imports*!
- Prefer *async/await* over promises!
- The frontend uses *Solidjs*, edit .jsx file accordingly


# Output Format

Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task.
Files are small, prefer heredoc-ing full files using 'EOF' to prevent substitution.

OS: OSX

Installed tools: npm, jq


Do NOT write any text outside the script!

EXAMPLE START

```sh
#!/bin/sh
set -e
goal=[Task description, max 7 words]
echo ""Plan:""
echo ""1. [...]""
[Commands solving the task]
echo ""\033[32mDone: $goal\033[0m\n""
```

EXAMPLE END

",84
"# Working set

src/frontend/components/CommitButton.jsx:
```
import { postCommit } from '../service/postCommit';
import { commitMessage } from '../stores/commitMessage';
import { fetchGitStatus } from '../service/fetchGitStatus';
import { setExecutionResult } from '../stores/executionResult'; // Importing the necessary function to clear execution result

const CommitButton = () => {
  const handleCommit = async () => {
    const response = await postCommit(commitMessage());
    console.log(response.message);
    const status = await fetchGitStatus();
    console.log(status);
    setExecutionResult(''); // Clearing the execution result after commit
  };

  return (
    <button className=""w-64 px-4 py-4 bg-green-700 text-white rounded mt-2"" onClick={handleCommit}>Commit</button>
  );
};

export default CommitButton;

```

src/frontend/stores/commitMessage.js:
```
import { createSignal } from 'solid-js';

const [commitMessage, setCommitMessage] = createSignal('');

export { commitMessage, setCommitMessage };

```

src/frontend/stores/prompt.js:
```
import { createSignal } from 'solid-js';

export const [prompt, setPrompt] = createSignal('');

```


# Task

Implement the following feature!

- Create a plan!
- Create new files when needed!

Requirements:

After commit, clear the prompt  and the commit message to &#39;&#39;



## Project Specifics

- Every js file should *only export a single function*!
- Use *ES6 imports*!
- Prefer *async/await* over promises!
- The frontend uses *Solidjs*, edit .jsx file accordingly


# Output Format

Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task.
Files are small, prefer heredoc-ing full files using 'EOF' to prevent substitution.

OS: OSX

Installed tools: npm, jq


Do NOT write any text outside the script!

EXAMPLE START

```sh
#!/bin/sh
set -e
goal=[Task description, max 7 words]
echo ""Plan:""
echo ""1. [...]""
[Commands solving the task]
echo ""\033[32mDone: $goal\033[0m\n""
```

EXAMPLE END

",76
"# Working set

```
./
?????€??€ .DS_Store
?????€??€ .git/...
?????€??€ .github/...
?????€??€ .gitignore
?????€??€ .vscode/...
?????€??€ README.md
?????€??€ change.sh
?????€??€ doc/...
?????€??€ integrations/...
?????€??€ node_modules/...
?????€??€ package-lock.json
?????€??€ package.json
?????€??€ prompt/...
?????€??€ prompt.md
?????€??€ prompt.yaml
?????€??€ src/...

```
```
doc/
?????€??€ .DS_Store
?????€??€ assets/...
?????€??€ example.html
?????€??€ example.md
?????€??€ index.html
?????€??€ introduction.html
?????€??€ introduction.md
?????€??€ screenshot.png
?????€??€ web.html
?????€??€ web.md

```
doc/index.html:
```
<!DOCTYPE html>
<html>
  <head>
    <meta charset=""UTF-8"">
    <title>Documentation</title>
  </head>
  <body>
    <h1>Welcome to our documentation!</h1>
    <p>Start with the <a href=""introduction.html"">introduction</a>.</p>
  </body>
</html>

    <p>Check out the <a href=""web.html"">Web Interface Guide</a>.</p>


```


# Task

Implement the following feature!

- Create a plan!
- Create new files when needed!

Requirements:

- Create roadmap.md with sections &#34;Usability &amp;??fixes&#34;, &#34;Programming on mobile&#34;, &#34;Auto-attention&#34;, &#34;Prompt-herd refactors&#34;
- Link roadmap.html from index.html
- Fix index.html by moving the ill-placed link to the web guide into the body.
- Mention the project name &#34;Junior&#34; in index.html text and title
- Delete introduction.* and unlink from index.html
- npm run build:doc for generating html from md



## Project Specifics

- Every js file should *only export a single function*!
- Use *ES6 imports*!
- Prefer *async/await* over promises!
- The frontend uses *Solidjs*, edit .jsx file accordingly


# Output Format

Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task.
Files are small, prefer heredoc-ing full files using 'EOF' to prevent substitution.

OS: OSX

Installed tools: npm, jq


Do NOT write any text outside the script!

EXAMPLE START

```sh
#!/bin/sh
set -e
goal=[Task description, max 7 words]
echo ""Plan:""
echo ""1. [...]""
[Commands solving the task]
echo ""\033[32mDone: $goal\033[0m\n""
```

EXAMPLE END

",94
"# Working set

```
./
?????€??€ .DS_Store
?????€??€ .git/...
?????€??€ .github/...
?????€??€ .gitignore
?????€??€ .vscode/...
?????€??€ README.md
?????€??€ change.sh
?????€??€ doc/...
?????€??€ integrations/...
?????€??€ node_modules/...
?????€??€ package-lock.json
?????€??€ package.json
?????€??€ prompt/...
?????€??€ prompt.md
?????€??€ prompt.yaml
?????€??€ src/...

```
```
doc/
?????€??€ example.html
?????€??€ example.md
?????€??€ index.html
?????€??€ introduction.html
?????€??€ introduction.md
?????€??€ web.md

```
doc/index.html:
```
<!DOCTYPE html>
<html>
  <head>
    <meta charset=""UTF-8"">
    <title>Documentation</title>
  </head>
  <body>
    <h1>Welcome to our documentation!</h1>
    <p>Start with the <a href=""introduction.html"">introduction</a>.</p>
  </body>
</html>

```

doc/example.md:
```
# Example
This is an example of our documentation.

```

doc/example.html:
```
<h1>Example</h1>
<p>This is an example of our documentation.</p>

```

./README.md:
```
Warn: This README is AI generated, just like all the source files of this project.

# The Junior - Your AI contributor which writes itself.

## Description

The Contributor is an exploratory project aimed at revolutionizing the way programmers interact with the development process. Just like how Linus Torvalds oversees the Linux Kernel development without coding himself, this project allows developers to communicate with the AI and supervise the development process.

By providing specific task details in a prompt descriptor and highlighting the relevant parts of your project, you can delegate code implementation, documentation, testing, and more to your AI Contributor.

## Getting Started

### Installation

To install, clone the repository and run `npm install` in the root directory.

### Usage

There are two ways to use this project: a command-line interface (CLI) and a web interface.

#### Command-line interface (CLI)

To start the CLI, use `npm run cli`. This mode uses the ChatGPT API, and you'll need an API key stored in the `OPENAI_API_KEY` environment variable.

#### Web Interface

Run the application with `npm start` to start a local server on port 3000, where you can generate a prompt and automatically copy it to paste into ChatGPT. The web interface is designed for use with ChatGPT Pro and doesn't require an API key.

### The Prompt Descriptor

A prompt descriptor is a YAML file (`prompt.yaml`) outlining the details necessary for generating a task prompt for the AI model.

Here's an example of a prompt descriptor:

```yaml
task: prompt/task/feature/implement.md
attention:
  - src/interactiveSession/startInteractiveSession.js
  - src/prompt/createPrompt.js
  - src/attention/readAttention.js
  - prompt.yaml
requirements: >
  Write a README.md for this _exploratory_ project!
format: prompt/format/new_file_version.md
```

Each element in the descriptor serves a specific purpose:
- `task`: Describes the task type and scope. For example, `feature/implement`, `bug/fix`, or `refactor/`. You can check out the [prompt/task/feature/implement.md](prompt/task/feature/implement.md) file as an example.
- `attention`: Lists the files and directories most relevant to the task.
- `requirements`: Describes the actual task in a human-readable format.
- `format`: Determines how the output will be formatted.

### Attention Mechanism

The attention mechanism guides the AI model by providing it with a working set. It helps overcome the limited working memory of large language models.

The working set is a subset of the entire project that's currently in focus. It includes both files and directories. For files, the content is directly provided to the AI. For directories, a brief list of files and subdirectories within them is presented.

## Contributing and Support

Contributions are welcome! Remember, we eat our own dog food in this project. This project is designed to write itself. Your main role will be to oversee the work, provide detailed prompts, and review the outcomes.

For support, please create an issue in the GitHub repository.

**Note:** For meaningful results, it's recommended to use the GPT-4 model or a more recent version.
```


# Task

Improve the documentation!

Document the web interface in doc/web.md and npm run build:doc! Link it from index.html!
Read README.md carefully, but do not assume the reader knows it, and do not edit it!


&lt;/div&gt;&lt;/div&gt;&lt;button class=&#34;w-64 px-4 py-4 bg-blue-500 text-white rounded&#34;&gt;Generate &amp;amp; Copy Prompt&lt;/button&gt;&lt;details class=&#34;w-full max-w-screen overflow-x-auto whitespace-normal markdown&#34; style=&#34;display: none;&#34;&gt;&lt;summary&gt;prompt length: 0 chars&lt;/summary&gt;&lt;div&gt;&lt;/div&gt;&lt;/details&gt;&lt;button class=&#34;w-64 px-4 py-4 bg-orange-300 text-white rounded&#34;&gt;Paste &amp;amp; Execute Change&lt;/button&gt;&lt;div class=&#34;rounded overflow-auto max-w-full hidden&#34;&gt;&lt;div dir=&#34;ltr&#34; class=&#34;terminal xterm xterm-dom-renderer-owner-1&#34;&gt;&lt;div class=&#34;xterm-viewport&#34; style=&#34;background-color: rgb(0, 0, 0);&#34;&gt;&lt;div class=&#34;xterm-scroll-area&#34;&gt;&lt;/div&gt;&lt;/div&gt;&lt;div class=&#34;xterm-screen&#34; style=&#34;width: 0px; height: 0px;&#34;&gt;&lt;div class=&#34;xterm-helpers&#34;&gt;&lt;textarea class=&#34;xterm-helper-textarea&#34; aria-label=&#34;Terminal input&#34; aria-multiline=&#34;false&#34; autocorrect=&#34;off&#34; autocapitalize=&#34;off&#34; spellcheck=&#34;false&#34; tabindex=&#34;0&#34;&gt;&lt;/textarea&gt;&lt;span class=&#34;xterm-char-measure-element&#34; aria-hidden=&#34;true&#34; style=&#34;font-family: courier-new, courier, monospace; font-size: 15px;&#34;&gt;W&lt;/span&gt;&lt;div class=&#34;composition-view&#34;&gt;&lt;/div&gt;&lt;/div&gt;&lt;style&gt;.xterm-dom-renderer-owner-1 .xterm-rows span { display: inline-block; height: 100%; vertical-align: top; width: 0px}&lt;/style&gt;&lt;style&gt;.xterm-dom-renderer-owner-1 .xterm-rows { color: #ffffff; font-family: courier-new, courier, monospace; font-size: 15px;}.xterm-dom-renderer-owner-1 .xterm-rows .xterm-dim { color: #ffffff80;}.xterm-dom-renderer-owner-1 span:not(.xterm-bold) { font-weight: normal;}.xterm-dom-renderer-owner-1 span.xterm-bold { font-weight: bold;}.xterm-dom-renderer-owner-1 span.xterm-italic { font-style: italic;}@keyframes blink_box_shadow_1 { 50% {  box-shadow: none; }}@keyframes blink_block_1 { 0% {  background-color: #ffffff;  color: #000000; } 50% {  background-color: #000000;  color: #ffffff; }}.xterm-dom-renderer-owner-1 .xterm-rows:not(.xterm-focus) .xterm-cursor.xterm-cursor-block ,.xterm-dom-renderer-owner-1 .xterm-rows:not(.xterm-focus) .xterm-cursor.xterm-cursor-bar ,.xterm-dom-renderer-owner-1 .xterm-rows:not(.xterm-focus) .xterm-cursor.xterm-cursor-underline { outline: 1px solid #ffffff; outline-offset: -1px;}.xterm-dom-renderer-owner-1 .xterm-rows.xte #00000080; }.xterm-dom-renderer-owner-1 .xterm-bg-257 { background-color: #ffffff; }&lt;/style&gt;&lt;div class=&#34;xterm-rows&#34; aria-hidden=&#34;true&#34; style=&#34;line-height: normal;&#34;&gt;&lt;div style=&#34;width: 0px; height: 0px; line-height: 0px; overflow: hidden;&#34;&gt;&lt;span class=&#34;xterm-cursor xterm-cursor-block&#34;&gt; &lt;/span&gt;&lt;/div&gt;&lt;div class=&#34;xterm-decoration-container&#34;&gt;&lt;/div&gt;&lt;/div&gt;&lt;/div&gt;&lt;/div&gt;&lt;pre class=&#34;rounded overflow-auto max-w-full block&#34;&gt; M prompt.md&lt;br&gt; M prompt.yaml&lt;br&gt;&lt;/pre&gt;&lt;button class=&#34;w-64 px-4 py-4 bg-red-700 text-white rounded&#34;&gt;Roll Back to Last Commit&lt;/button&gt;&lt;/div&gt;


# Output Format

Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task.
Files are small, prefer heredoc-ing full files using 'EOF' to prevent substitution.

OS: OSX

Installed tools: npm, jq


Do NOT write any text outside the script!

EXAMPLE START

```sh
#!/bin/sh
set -e
goal=[Task description, max 7 words]
echo ""Plan:""
echo ""1. [...]""
[Commands solving the task]
echo ""\033[32mDone: $goal\033[0m\n""
```

EXAMPLE END

",80
"# Working set

src/init.js:
```
#!/usr/bin/env node
import { execSync } from 'child_process';
import { writeFileSync } from 'fs';
import { join } from 'path';
import { createGitignore } from './git/createGitignore.js';

function juniorInit() {
  execSync('git init', { stdio: 'inherit' });

  createGitignore();

  execSync('git add .gitignore', { stdio: 'inherit' });
  execSync('git commit -m ""Junior init""', { stdio: 'inherit' });

  const yamlContent = `task: prompt/task/feature/implement.md
attention:
  - ./
requirements: Create a Hello World in Node.js`;

  writeFileSync('prompt.yaml', yamlContent);

  console.log('\x1b[32mRepo initialized for Junior development\x1b[0m');
}

juniorInit();

```


# Task

Implement the following feature!

- Create a plan!
- Create new files when needed!

Requirements:

- Factor out prompt.yaml creation to src/prompt/createPromptYaml.js! - Also create and call src/prompt/createProjectSpecifics.js which creates ./prompt/projectSpecifics.md with the content &#34;## Project Specifics\n&#34;!


## Project Specifics

- Every js file should *only export a single function*!
- Use *ES6 imports*!
- Prefer *async/await* over promises!
- The frontend uses *Solidjs*, edit .jsx file accordingly


# Output Format

Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task.
Files are small, prefer heredoc-ing full files using 'EOF' to prevent substitution.

OS: OSX

Installed tools: npm, jq


Do NOT write any text outside the script!

EXAMPLE START

```sh
#!/bin/sh
set -e
goal=[Task description, max 7 words]
echo ""Plan:""
echo ""1. [...]""
[Commands solving the task]
echo ""\033[32mDone: $goal\033[0m\n""
```

EXAMPLE END

",50
"# Working set

src/frontend/vite.config.js:
```
import { defineConfig } from 'vite'
import solidPlugin from 'vite-plugin-solid'

export default defineConfig({
  plugins: [solidPlugin()],
  css: {
    postcss: './src/frontend/postcss.config.cjs'
  },
  build: {
    target: 'esnext',
  },
})

```


# Task

Fix the following issue!

The postcss config path should be relative to the vite config file, not the working dir. Use dirname, they are in the same dir

# Output Format

Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task.
Files are small, prefer heredoc-ing full files using 'EOF' to prevent substitution.

OS: OSX

Installed tools: npm, jq


Do NOT write any text outside the script!

EXAMPLE START

```sh
#!/bin/sh
set -e
goal=[Task description, max 7 words]
echo ""Plan:""
echo ""1. [...]""
[Commands solving the task]
echo ""\033[32mDone: $goal\033[0m\n""
```

EXAMPLE END

",85
"# Working set

src/git/gitStatus.js:
```
import { promisify } from 'util';
import { exec } from 'child_process';

const execAsync = promisify(exec);

export default async function gitStatus() {
  try {
    const { stdout, stderr } = await execAsync('git status');
    return stdout;
  } catch (error) {
    console.error(`exec error: ${error}`);
    throw error;
  }
}

```


# Task

Fix the following issue!

Add --porcelain=v1 when calling git status

# Output Format

Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task.
Files are small, prefer heredoc-ing full files using 'EOF' to prevent substitution.

OS: OSX

Installed tools: npm, jq


Do NOT write any text outside the script!

EXAMPLE START

```sh
#!/bin/sh
set -e
goal=[Task description, max 7 words]
echo ""Plan:""
echo ""1. [...]""
[Commands solving the task]
echo ""\033[32mDone: $goal\033[0m\n""
```

EXAMPLE END

",85
"# Working set

src/frontend/components/GitStatusDisplay.jsx:
```
import { onMount, createEffect, onCleanup } from 'solid-js';
import { gitStatus, setGitStatus } from '../stores/gitStatus';
import { fetchGitStatus } from '../service/fetchGitStatus';

const GitStatusDisplay = () => {
  let statusContainer;

  onMount(async () => {
    const status = await fetchGitStatus();
    setGitStatus(status);
  });

  createEffect(() => {
    if (gitStatus() !== '') {
      statusContainer.innerText = gitStatus();
    }
  });

  onCleanup(() => {
    setGitStatus('');
  });

  return (
    <pre
      ref={statusContainer}
      class={`rounded overflow-auto max-w-full ${gitStatus() !== '' ? 'block' : 'hidden'}`}
    />
  );
};

export default GitStatusDisplay;

```


# Task

Fix the following issue!

gitStatus returns an object with status field.


# Output Format

Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task.
Files are small, prefer heredoc-ing full files using 'EOF' to prevent substitution.

OS: OSX

Installed tools: npm, jq


Do NOT write any text outside the script!

EXAMPLE START

```sh
#!/bin/sh
set -e
goal=[Task description, max 7 words]
echo ""Plan:""
echo ""1. [...]""
[Commands solving the task]
echo ""\033[32mDone: $goal\033[0m\n""
```

EXAMPLE END

",70
"# Working set

src/frontend/components/ExecutionResultDisplay.jsx:
```
import { onMount, createEffect } from 'solid-js';
import { Terminal } from 'xterm';
import 'xterm/css/xterm.css';
import { executionResult } from '../stores/executionResult';

const ExecutionResultDisplay = () => {
  let container;
  let term;

  onMount(() => {
    term = new Terminal({ convertEol: true, rows: 7 });
    term.open(container);
  });

  createEffect(() => {
    if (term) {
 term.write(executionResult());
    }
  });

  return (
    <div ref={container} class=""rounded overflow-auto max-w-full""></div>
  );
};

export default ExecutionResultDisplay;

```


# Task

Fix the following issue!

Do not display the terminal when the execution result is empty.


# Output Format

Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task.
Files are small, prefer heredoc-ing full files using 'EOF' to prevent substitution.
OS: Debian
Installed tools: npm, jq
Do NOT write any text outside the script!

EXAMPLE START

```sh
#!/bin/sh
set -e
goal=[Task description, max 7 words]
echo ""Plan:""
echo ""1. [...]""
[Commands solving the task]
echo ""\033[32mDone: $goal\033[0m\n""
```

EXAMPLE END

",80
"# Working set

src/frontend/App.jsx:
```
import NotesInput from './components/NotesInput';
import StartButton from './components/StartButton';
import ExecuteButton from './components/ExecuteButton';
import ResetButton from './components/ResetButton';
import PromptDisplay from './components/PromptDisplay';
import TasksList from './components/TasksList';
import PromptDescriptor from './components/PromptDescriptor';
import NavBar from './components/NavBar';
import { notes, setNotes } from './stores/notes';
import { setPrompt } from './stores/prompt';

const App = () => {
  return (
    <div class=""max-w-desktop lg:max-w-desktop md:max-w-full sm:max-w-full xs:max-w-full mx-auto flex flex-col items-center space-y-8 sm:p-0"">
      <NavBar />
      <TasksList />
      <PromptDescriptor />
      <NotesInput notes={notes} setNotes={setNotes} />
      <StartButton notes={notes} setPrompt={setPrompt} />
      <ExecuteButton />
      <ResetButton />
      <PromptDisplay />
    </div>
  );
};

export default App;

```

src/index.html:
```
<!DOCTYPE html>
<html lang=""en"">
<head>
  <meta charset=""UTF-8"">
  <meta name=""viewport"" content=""width=device-width, initial-scale=1, maximum-scale=1, user-scalable=no"">
  <title>Junior</title>
</head>
<body>
  <div id=""app""></div>
  <script type=""module"" src=""/frontend/index.jsx""></script>
</body>
</html>

```


# Task

Implement the following feature!

- Create a plan!
- Create new files when needed!
- Every js file should only export a single function!
- Use ES6 imports!

Requirements:

Add a small margin around the content using tailwind.



# Output Format

Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task.
Files are small, prefer heredoc-ing full files without substitution.
Assume OSX.
npm and jq are installed.
Do NOT write any text outside the script (the plan goes into it)!


EXAMPLE START

```sh
#!/bin/sh
# Goal: [Task description, max 7 words]
# Plan:
# 1. [...]

[Commands solving the task]
```

EXAMPLE END

",80
"# Working set

./package.json:
```
{
  ""name"": ""@aijunior/dev"",
  ""version"": ""0.0.1"",
  ""description"": ""Your AI Contributor"",
  ""type"": ""module"",
  ""main"": ""src/main.js"",
  ""bin"": {
    ""junior"": ""src/main.js"",
    ""junior-web"": ""src/web.js""
  },
  ""scripts"": {
    ""cli"": ""node src/main.js"",
    ""start"": ""node src/web.js"",
    ""build:css"": ""postcss ./src/frontend/styles.css -o ./dist/styles.css"",
    ""build:docs"": ""node ./src/doc/buildDoc.js""
  },
  ""keywords"": [
    ""cli"",
    ""uppercase""
  ],
  ""author"": """",
  ""license"": ""GPL"",
  ""dependencies"": {
    ""chatgpt"": ""^5.2.4"",
    ""clipboard-copy"": ""^4.0.1"",
    ""cors"": ""^2.8.5"",
    ""ejs"": ""^3.1.9"",
    ""express"": ""^4.18.2"",
    ""js-yaml"": ""^4.1.0"",
    ""marked"": ""^5.1.0"",
    ""postcss-nested"": ""^6.0.1"",
    ""simple-git"": ""^3.19.1"",
    ""solid-js"": ""^1.7.7"",
    ""vite"": ""^4.3.9"",
    ""vite-plugin-solid"": ""^2.7.0"",
    ""ws"": ""^8.13.0""
  },
  ""directories"": {
    ""doc"": ""doc""
  },
  ""repository"": {
    ""type"": ""git"",
    ""url"": ""git+https://github.com/tisztamo/Junior.git""
  },
  ""bugs"": {
    ""url"": ""https://github.com/tisztamo/Junior/issues""
  },
  ""homepage"": ""https://github.com/tisztamo/Junior#readme"",
  ""devDependencies"": {
    ""@types/js-yaml"": ""^4.0.5"",
    ""autoprefixer"": ""^10.4.14"",
    ""babel-preset-solid"": ""^1.7.7"",
    ""highlight.js"": ""^11.8.0"",
    ""markdown-it"": ""^13.0.1"",
    ""postcss"": ""^8.4.26"",
    ""tailwindcss"": ""^3.3.3""
  }
}

```


# Task

Fix the following issue!

Rename build:docs to build:doc


# Output Format

Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task.
Files are small, prefer heredoc-ing full files without substitution.
Assume OSX.
npm and jq are installed.
Do NOT write any text outside the script (the plan goes into it)!


EXAMPLE START

```sh
#!/bin/sh
# Goal: [Task description, max 7 words]
# Plan:
# 1. [...]

[Commands solving the task]
```

EXAMPLE END

",75
"# Working set

src/git/resetGit.js:
```
import git from 'simple-git';

export default async function resetGit() {
  const gitInstance = git();

  // Stash all changes including untracked files
  await gitInstance.stash(['-u']);

  // Clean the repository and reset to the latest commit
  await gitInstance.clean('f', ['-d']);
  await gitInstance.reset('hard');

  // Checkout only prompt.yaml from stash
  await gitInstance.checkout('stash@{0} -- prompt.yaml');

  // Drop the stash
  await gitInstance.stash(['drop']);
}

```


# Task

Fix the following issue!

Resetgit correctly deletes every new files,
and correctly reset other modified files,
but it fails to leave prompt.yaml untouched.
prompt.yaml should be excluded from the reset.


# Output Format

Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task.
Files are small, prefer heredoc-ing full files without substitution.
Assume OSX.
npm and jq are installed.
Do NOT write any text outside the script (the plan goes into it)!


EXAMPLE START

```sh
#!/bin/sh
# Goal: [Task description, max 7 words]
# Plan:
# 1. [...]

[Commands solving the task]
```

EXAMPLE END

",46
